cluster,annotation_type,gene
5,PTM - Phosphoserine,ANKS1B
0,PTM - Phosphoserine,ANKS3
1,binds to ANKS6,ANKS3
2,PTM - Phosphoserine,ANKS3
3,PTM - Phosphoserine,ANKS3
4,binds to ANKS6,ANKS3
5,PTM - Phosphoserine,ANKS3
0,PTM - Phosphoserine,ANKS4B
1,PTM - Phosphoserine,ANKS4B
2,PTM - Phosphoserine,ANKS4B
3,PTM - Phosphoserine,ANKS4B
0,PTM - 3-hydroxyasparagine,ANKS6
1,binds to ANKS3,ANKS6
2,PTM - 3-hydroxyasparagine,ANKS6
3,binds to PARP2,ANKS6
4,PTM - 3-hydroxyasparagine,ANKS6
5,PTM - 3-hydroxyasparagine,ANKS6
0,Active site,ANKZF1
1,binds to CRK,ANKZF1
2,Active site,ANKZF1
3,PTM - Phosphoserine,ANKZF1
0,binds to CRK,ANLN
1,binds to CRK,ANLN
2,PTM - N-acetylmethionine,ANLN
3,binds to MARCHF10,ANLN
4,binds to MARCHF10,ANLN
5,binds to MARCHF10,ANLN
0,PTM - Phosphoserine,ANO1
1,PTM - Phosphoserine,ANO1
2,PTM - Phosphoserine,ANO1
3,PTM - Phosphoserine,ANO1
4,Sensor for electrophilic agents,ANO1
5,PTM - Phosphoserine,ANO1
0,Binding site,ANO6
1,Binding site,ANO6
2,Binding site,ANO6
3,Binding site,ANO6
4,Binding site,ANO6
5,Binding site,ANO6
0,PTM - N-acetylalanine,ANO8
1,PTM - N-acetylalanine,ANO8
2,PTM - N-acetylalanine,ANO8
3,PTM - N-acetylalanine,ANO8
4,PTM - N-acetylalanine,ANO8
5,PTM - N-acetylalanine,ANO8
0,PTM - Phosphoserine; by PKA,ANO9
1,PTM - Phosphoserine; by PKA,ANO9
2,PTM - Phosphoserine; by PKA,ANO9
3,PTM - Phosphoserine; by PKA,ANO9
4,PTM - Phosphoserine; by PKA,ANO9
0,PTM - Phosphothreonine,ANP32A
1,binds to B4GALT3,ANP32A
2,binds to ARPC1B,ANP32A
3,PTM - Phosphothreonine,ANP32A
4,binds to AXIN1,ANP32A
5,binds to AXIN1,ANP32A
0,binds to SH3GL1,ANP32B
1,PTM - N6-acetyllysine,ANP32B
2,binds to FAM3A,ANP32B
3,binds to SDCBP,ANP32B
4,PTM - N6-acetyllysine,ANP32B
5,PTM - N6-acetyllysine,ANP32B
0,binds to H2BC11,ANP32E
1,binds to ANP32A,ANP32E
2,PTM - N-acetylmethionine,ANP32E
3,PTM - N-acetylmethionine,ANP32E
4,binds to SARS1,ANP32E
5,binds to ATG7,ANP32E
0,Active site,ANPEP
1,binds to AGT,ANPEP
2,binds to AGT,ANPEP
3,binds to AGT,ANPEP
4,PTM - Sulfotyrosine,ANPEP
5,binds to AGT,ANPEP
0,Binding site,ANTXR1
1,PTM - Phosphoserine,ANTXR1
4,Binding site,ANTXR1
5,Binding site,ANTXR1
0,PTM - Phosphothreonine,ANTXR2
1,PTM - Phosphothreonine,ANTXR2
2,binds to LRP6,ANTXR2
4,binds to LRP6,ANTXR2
5,binds to LRP6,ANTXR2
0,Binding site,ANTXRL
1,Binding site,ANTXRL
3,Binding site,ANTXRL
5,Binding site,ANTXRL
0,binds to LGALS1,ANXA11
1,binds to PDCD6,ANXA11
2,binds to ALG2,ANXA11
3,binds to PEF1,ANXA11
4,binds to ALG2,ANXA11
5,binds to EWSR1,ANXA11
0,Sensor for electrophilic agents,ANXA1
1,binds to COPS6,ANXA1
2,binds to HSPB1,ANXA1
3,binds to CCT7,ANXA1
4,PTM - N-acetylalanine,ANXA1
5,binds to ANXA4,ANXA1
0,binds to RAB7A,ANXA2
1,binds to EWSR1,ANXA2
2,binds to RPL11,ANXA2
3,PTM - N-acetylserine,ANXA2
4,binds to ACTB,ANXA2
5,binds to S100A10,ANXA2
0,PTM - N-acetylalanine,ANXA3
1,binds to UNC119,ANXA3
2,binds to SNAP23,ANXA3
3,binds to UNC119,ANXA3
0,binds to ANXA3,ANXA4
1,binds to ANXA1,ANXA4
2,binds to ANXA7,ANXA4
3,binds to POT1,ANXA4
4,binds to POT1,ANXA4
5,binds to NMT2,ANXA4
0,binds to EIF4G1,ANXA5
1,binds to FDFT1,ANXA5
2,binds to SUPT4H1,ANXA5
3,binds to EIF4G1,ANXA5
4,binds to EIF4G1,ANXA5
0,binds to ACTB,ANXA6
1,binds to ACTB,ANXA6
2,binds to ACTB,ANXA6
3,binds to ACTB,ANXA6
0,binds to ERG28,ANXA7
1,binds to NGFR,ANXA7
2,binds to A2M,ANXA7
3,binds to A2M,ANXA7
4,binds to MPPED1,ANXA7
5,binds to GPI,ANXA7
0,binds to ACD,ANXA8L1
1,binds to ACD,ANXA8L1
2,binds to RDH12,ANXA8L1
3,binds to RDH12,ANXA8L1
0,binds to RDH12,ANXA8
1,binds to ACD,ANXA8
2,binds to RDH12,ANXA8
3,binds to ACD,ANXA8
4,Binding site,ANXA8
0,Binding site,AOAH
1,Active site,AOAH
5,Sensor for electrophilic agents,AOAH
0,binds to CYB561A3,AOC1
1,binds to CYB561A3,AOC1
2,binds to CYB561A3,AOC1
3,binds to CYB561A3,AOC1
4,binds to CYB561A3,AOC1
5,binds to CYB561A3,AOC1
0,Binding site,AOC2
1,"PTM - 2',4',5'-topaquinone",AOC2
2,Active site,AOC2
3,Active site,AOC2
4,Active site,AOC2
5,Active site,AOC2
0,binds to MYBPC2,AOC3
1,binds to MYBPC2,AOC3
2,binds to MYBPC2,AOC3
3,binds to MYBPC2,AOC3
4,binds to MYBPC2,AOC3
5,binds to MYBPC2,AOC3
0,binds to RBL1,AOX1
1,binds to CRKL,AOX1
2,Active site,AOX1
3,binds to CRKL,AOX1
4,binds to ABCA1,AOX1
5,Binding site,AOX1
0,PTM - Phosphoserine,AP1AR
1,PTM - Phosphoserine,AP1AR
2,PTM - Phosphoserine,AP1AR
3,PTM - Phosphoserine,AP1AR
4,PTM - Phosphoserine,AP1AR
5,PTM - Phosphoserine,AP1AR
0,PTM - N6-acetyllysine,AP1B1
1,binds to ABCE1,AP1B1
2,binds to ARF1,AP1B1
3,binds to AP1M1,AP1B1
4,binds to AP1M1,AP1B1
5,binds to AP1S1,AP1B1
0,binds to AP1S2,AP1G1
1,binds to AP1B1,AP1G1
2,binds to NPM3,AP1G1
3,binds to BST2,AP1G1
4,binds to NPM3,AP1G1
5,binds to AP1B1,AP1G1
0,binds to AP1S1,AP1G2
1,binds to AP1S1,AP1G2
2,binds to AP1S1,AP1G2
3,binds to KDM1A,AP1G2
4,binds to KDM1A,AP1G2
5,binds to AFTPH,AP1G2
0,binds to AP2B1,AP1M1
1,PTM - N-acetylserine,AP1M1
2,binds to RNASEH2A,AP1M1
3,binds to AP2B1,AP1M1
4,binds to FAM9B,AP1M1
5,binds to AP1G1,AP1M1
0,PTM - Phosphoserine,AP1S1
1,binds to AP1G2,AP1S1
2,binds to AP1G1,AP1S1
3,binds to AP1G2,AP1S1
4,binds to AP1G1,AP1S1
5,binds to AP1G1,AP1S1
0,binds to AP1B1,AP1S3
1,binds to PRKAG1,AP1S3
2,binds to AAGAB,AP1S3
3,binds to AAGAB,AP1S3
4,binds to AP1B1,AP1S3
5,binds to AAGAB,AP1S3
0,binds to AP1B1,AP2A1
1,binds to RIT1,AP2A1
2,binds to AP1B1,AP2A1
3,binds to ATG9A,AP2A1
4,binds to AP1B1,AP2A1
5,binds to AP1B1,AP2A1
0,binds to AP1B1,AP2A2
1,binds to NAPA,AP2A2
2,binds to CLTC,AP2A2
3,binds to EIF2B1,AP2A2
4,binds to CLTC,AP2A2
5,binds to AMPH,AP2A2
0,binds to ACVR1,AP2B1
1,binds to AFF4,AP2B1
2,binds to ACVR1,AP2B1
3,binds to ARRB1,AP2B1
4,binds to AP1M1,AP2B1
5,binds to EPS15,AP2B1
0,binds to AQP4,AP2M1
1,binds to GRIN2B,AP2M1
2,binds to AP2B1,AP2M1
3,binds to AP2B1,AP2M1
4,binds to CSNK2B,AP2M1
5,binds to RALBP1,AP2M1
0,binds to AP2A1,AP2S1
1,binds to AP2A1,AP2S1
2,binds to AP2A1,AP2S1
0,PTM - Phosphoserine,AP3B1
1,PTM - Phosphoserine,AP3B1
2,PTM - Phosphoserine,AP3B1
3,PTM - Phosphoserine,AP3B1
4,PTM - Phosphoserine,AP3B1
0,PTM - Phosphoserine,AP3B2
1,PTM - Phosphoserine,AP3B2
2,PTM - Phosphoserine,AP3B2
3,PTM - Phosphoserine,AP3B2
4,PTM - Phosphoserine,AP3B2
5,PTM - Phosphoserine,AP3B2
0,PTM - N-acetylalanine,AP3D1
1,PTM - N-acetylalanine,AP3D1
2,PTM - N-acetylalanine,AP3D1
3,PTM - N-acetylalanine,AP3D1
4,PTM - N-acetylalanine,AP3D1
5,PTM - N-acetylalanine,AP3D1
0,binds to AP3B1,AP3S1
1,binds to AP3B1,AP3S1
2,PTM - Phosphoserine,AP3S1
3,PTM - Phosphoserine,AP3S1
4,binds to AP3D1,AP3S1
5,binds to AP3B1,AP3S1
0,binds to ZNF576,AP4B1
1,binds to AP4M1,AP4B1
2,binds to AP4M1,AP4B1
3,binds to AP4M1,AP4B1
4,binds to AP4M1,AP4B1
5,binds to AP4M1,AP4B1
0,PTM - Phosphoserine,AP4E1
1,PTM - Phosphoserine,AP4E1
2,PTM - Phosphoserine,AP4E1
3,PTM - Phosphoserine,AP4E1
4,PTM - Phosphoserine,AP4E1
5,PTM - Phosphoserine,AP4E1
0,binds to AP4B1,AP4M1
1,binds to GRIN2B,AP4M1
2,binds to AP4B1,AP4M1
3,binds to CACNG3,AP4M1
4,binds to AP4B1,AP4M1
5,binds to GRIN2B,AP4M1
0,binds to CASP9,APAF1
1,binds to AVEN,APAF1
2,binds to CYCS,APAF1
3,binds to CYCS,APAF1
4,Binding site,APAF1
5,binds to APIP,APAF1
0,binds to CACNA1B,APBA1
1,binds to RAB6A,APBA1
2,binds to CACNA1B,APBA1
3,binds to APP,APBA1
4,binds to CACNA1B,APBA1
5,binds to CACNA1B,APBA1
0,binds to APP,APBA2
1,binds to APP,APBA2
2,binds to APP,APBA2
3,binds to APP,APBA2
0,binds to APP,APBA3
1,PTM - N-acetylmethionine,APBA3
2,binds to APP,APBA3
3,binds to APP,APBA3
4,binds to APP,APBA3
5,binds to APP,APBA3
0,PTM - Phosphoserine,APBB1IP
1,binds to VASP,APBB1IP
2,binds to EVL,APBB1IP
3,binds to HRAS,APBB1IP
4,binds to TLN1,APBB1IP
5,binds to EVL,APBB1IP
0,binds to APP,APBB1
1,binds to APP,APBB1
2,binds to ANXA1,APBB1
3,binds to ANXA1,APBB1
4,PTM - N6-acetyllysine,APBB1
5,binds to ANXA1,APBB1
0,PTM - Phosphoserine,APBB2
1,PTM - Phosphoserine,APBB2
2,binds to APP,APBB2
3,binds to EGFR,APBB2
4,PTM - Phosphoserine,APBB2
5,PTM - Phosphoserine,APBB2
0,binds to APLP2,APBB3
1,binds to EGFR,APBB3
2,binds to RAB4A,APBB3
3,binds to EGFR,APBB3
4,binds to APLP2,APBB3
5,binds to APP,APBB3
0,PTM - Phosphoserine,APC2
1,binds to AXIN2,APC2
2,PTM - Phosphoserine,APC2
3,PTM - Phosphoserine,APC2
4,PTM - Phosphoserine,APC2
5,PTM - Phosphoserine,APC2
0,binds to GK,APCS
1,binds to FCAR,APCS
2,binds to GRB2,APCS
4,Binding site,APCS
5,binds to COPS5,APCS
0,binds to AGR3,APC
1,binds to ACTN1,APC
2,binds to ACTN1,APC
3,binds to ACTN1,APC
4,binds to ACTN1,APC
5,binds to ACTN1,APC
0,Active site,APEH
1,Active site,APEH
2,binds to CAND1,APEH
3,Active site,APEH
4,Active site,APEH
5,PTM - N-acetylmethionine,APEH
0,binds to GZMK,APEX1
1,binds to DDB1,APEX1
2,binds to CGGBP1,APEX1
3,PTM - N6-acetyllysine; by EP300,APEX1
4,binds to ELOC,APEX1
0,Sensor for electrophilic agents,APEX2
1,Active site,APEX2
2,Active site,APEX2
3,Active site,APEX2
4,Active site,APEX2
5,Active site,APEX2
0,binds to NCSTN,APH1A
1,binds to RBFOX2,APH1A
2,binds to NCSTN,APH1A
3,binds to PSEN1,APH1A
4,binds to CREB3,APH1A
5,binds to CREB3,APH1A
0,binds to EIF6,API5
1,binds to PPP2R5C,API5
2,binds to MCM5,API5
3,binds to EBNA1BP2,API5
4,binds to EHD1,API5
5,binds to FGF2,API5
0,binds to NIF3L1,APIP
1,binds to APAF1,APIP
2,binds to APAF1,APIP
3,binds to ARMT1,APIP
4,Active site,APIP
5,binds to TNPO2,APIP
0,binds to GMCL1,APLF
1,binds to GMCL1,APLF
2,binds to PARP1,APLF
3,PTM - Phosphoserine; by ATM,APLF
4,binds to FBXO25,APLF
5,binds to FBXO25,APLF
0,Sensor for electrophilic agents,APLNR
1,Sensor for electrophilic agents,APLNR
2,Sensor for electrophilic agents,APLNR
3,Sensor for electrophilic agents,APLNR
4,Sensor for electrophilic agents,APLNR
5,Sensor for electrophilic agents,APLNR
1,binds to ANXA7,APLP1
2,binds to ANXA7,APLP1
3,Sensor for electrophilic agents,APLP1
4,binds to STX5,APLP1
0,binds to JUN,APLP2
1,binds to JUN,APLP2
2,binds to APBB1,APLP2
3,binds to VKORC1,APLP2
4,Binding site,APLP2
5,binds to APBB3,APLP2
0,PTM - N-acetylserine,APMAP
1,PTM - N-acetylserine,APMAP
2,PTM - N-acetylserine,APMAP
3,PTM - N-acetylserine,APMAP
0,binds to ABCA1,APOA1
2,binds to CLEC4G,APOA1
3,binds to BRAP,APOA1
4,binds to ARAF,APOA1
5,binds to ABCA1,APOA1
0,binds to APOA1,APOA2
1,binds to APOA1,APOA2
3,binds to APOA1,APOA2
0,PTM - Phosphothreonine; by FAM20C,APOA5
1,PTM - Phosphothreonine; by FAM20C,APOA5
4,PTM - Phosphothreonine; by FAM20C,APOA5
0,binds to BAG4,APOBEC1
1,Active site,APOBEC1
2,binds to KPNA2,APOBEC1
3,Active site,APOBEC1
4,Active site,APOBEC1
5,Active site,APOBEC1
0,Active site,APOBEC2
1,Active site,APOBEC2
2,Active site,APOBEC2
3,binds to APOBEC1,APOBEC2
4,Active site,APOBEC2
5,binds to APOBEC1,APOBEC2
0,Active site,APOBEC3A
1,Active site,APOBEC3A
2,Active site,APOBEC3A
3,Active site,APOBEC3A
4,Active site,APOBEC3A
5,Active site,APOBEC3A
0,Active site,APOBEC3B
1,Binding site,APOBEC3B
2,Active site,APOBEC3B
0,binds to FN1,APOBEC3C
1,binds to FN1,APOBEC3C
2,binds to RBMX,APOBEC3C
3,binds to FN1,APOBEC3C
0,Active site,APOBEC3D
1,Active site,APOBEC3D
2,Active site,APOBEC3D
3,Active site,APOBEC3D
4,Binding site,APOBEC3D
5,Active site,APOBEC3D
0,Active site,APOBEC3F
1,Active site,APOBEC3F
2,Active site,APOBEC3F
3,Binding site,APOBEC3F
4,Active site,APOBEC3F
5,Active site,APOBEC3F
0,binds to PRKACA,APOBEC3G
1,Active site,APOBEC3G
2,binds to PRKACA,APOBEC3G
3,binds to PRKACA,APOBEC3G
4,Active site,APOBEC3G
5,Binding site,APOBEC3G
0,Active site,APOBEC3H
1,Active site,APOBEC3H
2,Active site,APOBEC3H
3,Active site,APOBEC3H
0,Active site,APOBEC4
1,Binding site,APOBEC4
2,Active site,APOBEC4
3,Active site,APOBEC4
4,Active site,APOBEC4
5,Active site,APOBEC4
0,PTM - Phosphoserine,APOBR
1,PTM - Phosphoserine,APOBR
2,PTM - Phosphoserine,APOBR
3,PTM - Phosphoserine,APOBR
4,PTM - Phosphoserine,APOBR
5,PTM - Phosphoserine,APOBR
0,binds to NSG2,APOC1
1,binds to NSG2,APOC1
3,binds to NSG2,APOC1
5,binds to APOA1,APOC1
1,binds to ARFGAP1,APOC3
2,binds to ARFGAP1,APOC3
3,binds to ARFGAP1,APOC3
4,binds to ARFGAP1,APOC3
5,binds to ARFGAP1,APOC3
0,PTM - Pyrrolidone carboxylic acid,APOD
1,binds to A2M,APOD
2,binds to CREB3,APOD
3,binds to VAPA,APOD
5,binds to APOA1,APOD
1,binds to HP,APOE
2,binds to PCMT1,APOE
3,binds to A2M,APOE
4,binds to RNF32,APOE
5,binds to RPL4,APOE
1,PTM - Phosphoserine,APOF
0,binds to PLG,APOH
1,binds to TP53,APOH
3,binds to LDLR,APOH
4,binds to PLG,APOH
5,binds to PF4,APOH
3,PTM - Phosphoserine; by FAM20C,APOL1
5,PTM - Phosphoserine; by FAM20C,APOL1
0,PTM - N-acetylmethionine,APOL2
1,PTM - N-acetylmethionine,APOL2
2,PTM - N-acetylmethionine,APOL2
3,PTM - N-acetylmethionine,APOL2
4,PTM - N-acetylmethionine,APOL2
5,PTM - N-acetylmethionine,APOL2
0,binds to HGH1,APOM
1,binds to KLF6,APOM
2,Binding site,APOM
4,binds to HGH1,APOM
5,Binding site,APOM
1,PTM - Phosphoserine,APOOL
2,PTM - Phosphoserine,APOOL
4,PTM - Phosphoserine,APOOL
0,binds to TP53,APPL1
1,binds to APPL2,APPL1
2,binds to APPL2,APPL1
3,binds to RXRB,APPL1
4,binds to ADIPOR2,APPL1
5,binds to APPL2,APPL1
0,binds to APPL1,APPL2
1,binds to LGALS9B,APPL2
2,binds to APPL1,APPL2
3,binds to POT1,APPL2
4,binds to APPL1,APPL2
5,binds to LDHAL6B,APPL2
0,binds to APBB1,APP
2,binds to A2M,APP
4,binds to PDIA3,APP
5,binds to F11,APP
0,binds to RAB2A,APRT
1,binds to RAB2A,APRT
2,binds to HECW2,APRT
3,binds to HECW2,APRT
4,binds to LDHB,APRT
0,PTM - Phosphoserine,APTX
1,binds to XRCC4,APTX
2,binds to SYT17,APTX
3,Active site,APTX
4,binds to CALCOCO1,APTX
5,binds to XRCC1,APTX
0,Sensor for electrophilic agents,AQP10
1,Sensor for electrophilic agents,AQP10
2,Sensor for electrophilic agents,AQP10
3,Sensor for electrophilic agents,AQP10
0,binds to KCTD17,AQP1
1,binds to ADAMTSL4,AQP1
2,binds to MDFI,AQP1
3,binds to KCTD17,AQP1
0,PTM - Phosphoserine; by PKA,AQP2
1,binds to SIPA1,AQP2
2,binds to SIPA1,AQP2
3,binds to SIPA1,AQP2
0,Sensor for electrophilic agents,AQP3
1,Sensor for electrophilic agents,AQP3
2,Sensor for electrophilic agents,AQP3
3,Sensor for electrophilic agents,AQP3
4,Sensor for electrophilic agents,AQP3
5,Sensor for electrophilic agents,AQP3
0,PTM - Phosphoserine; by PKG,AQP4
1,binds to AP2M1,AQP4
2,binds to AP2M1,AQP4
3,binds to AP2M1,AQP4
4,binds to AP2M1,AQP4
5,binds to AP2M1,AQP4
0,binds to CREB3,AQP5
1,binds to CREB3,AQP5
2,binds to NOTCH2NLA,AQP5
3,binds to CREB3,AQP5
4,binds to CREB3,AQP5
5,binds to CREB3,AQP5
0,Sensor for electrophilic agents,AQP7
1,PTM - Phosphoserine,AQP7
2,PTM - Phosphoserine,AQP7
3,PTM - Phosphoserine,AQP7
4,PTM - Phosphoserine,AQP7
5,PTM - Phosphoserine,AQP7
0,PTM - Cysteine persulfide,AQP8
1,PTM - Cysteine persulfide,AQP8
2,PTM - Cysteine persulfide,AQP8
3,PTM - Cysteine persulfide,AQP8
4,PTM - Cysteine persulfide,AQP8
5,PTM - Cysteine persulfide,AQP8
0,binds to CRNKL1,AQR
1,binds to DHX15,AQR
2,binds to PRPF8,AQR
3,binds to DHX15,AQR
4,binds to CRNKL1,AQR
5,binds to DHX15,AQR
0,binds to TESK1,ARAF
1,binds to HRAS,ARAF
2,binds to EFEMP1,ARAF
3,binds to MAP2K2,ARAF
4,binds to MAP2K2,ARAF
5,binds to RRAS,ARAF
0,binds to CD2AP,ARAP1
1,binds to CD2AP,ARAP1
2,binds to CD2AP,ARAP1
3,binds to CD2AP,ARAP1
4,binds to CD2AP,ARAP1
5,Sensor for electrophilic agents,ARAP1
0,binds to ARHGEF11,ARAP2
1,binds to ARHGEF11,ARAP2
2,binds to ARHGEF11,ARAP2
3,binds to ARHGEF11,ARAP2
0,binds to VAV2,ARAP3
1,binds to VAV2,ARAP3
2,binds to VAV2,ARAP3
3,binds to VAV2,ARAP3
4,binds to VAV2,ARAP3
5,binds to VAV2,ARAP3
0,PTM - Phosphoserine,ARCN1
1,binds to COPE,ARCN1
2,binds to COPZ1,ARCN1
3,binds to DDB2,ARCN1
4,PTM - Phosphoserine,ARCN1
5,binds to COPA,ARCN1
0,PTM - Phosphoserine,ARC
1,PTM - Phosphoserine,ARC
2,PTM - Phosphoserine,ARC
3,PTM - Phosphoserine,ARC
4,PTM - Phosphoserine,ARC
5,PTM - Phosphoserine,ARC
0,binds to EGFR,AREG
0,Active site,AREL1
1,Active site,AREL1
2,Active site,AREL1
3,Active site,AREL1
4,Active site,AREL1
5,Active site,AREL1
0,PTM - N-acetylglycine; alternate,ARF1
1,binds to GGA3,ARF1
2,binds to AHSA1,ARF1
3,binds to CYTH1,ARF1
4,binds to LDHB,ARF1
5,binds to SAR1A,ARF1
0,Binding site,ARF3
1,Binding site,ARF3
2,binds to ATN1,ARF3
3,binds to ARFIP2,ARF3
4,binds to GGA1,ARF3
5,binds to ARF1,ARF3
0,binds to ADRB2,ARF4
1,binds to EGFR,ARF4
2,binds to ADRB2,ARF4
3,binds to ARF1,ARF4
4,PTM - Phosphoserine,ARF4
5,binds to RAB11FIP3,ARF4
0,binds to RAB5B,ARF5
1,Binding site,ARF5
2,binds to ARFIP2,ARF5
3,binds to ASAP2,ARF5
4,binds to PCBP2,ARF5
0,binds to SPAG9,ARF6
1,binds to ARRB1,ARF6
2,Binding site,ARF6
3,binds to SPAG9,ARF6
4,binds to ASAP2,ARF6
5,binds to CYTH3,ARF6
0,PTM - Phosphothreonine,ARFGAP1
1,PTM - Phosphothreonine,ARFGAP1
2,binds to COPS5,ARFGAP1
3,PTM - Phosphothreonine,ARFGAP1
4,binds to RPL11,ARFGAP1
5,binds to APOB,ARFGAP1
0,binds to ADI1,ARFGAP2
1,binds to KDM3A,ARFGAP2
2,PTM - N-acetylalanine,ARFGAP2
3,binds to KDM3A,ARFGAP2
4,PTM - N-acetylalanine,ARFGAP2
5,PTM - N-acetylalanine,ARFGAP2
0,PTM - Phosphoserine,ARFGAP3
1,binds to ARF1,ARFGAP3
2,binds to CD14,ARFGAP3
3,binds to CD14,ARFGAP3
0,binds to ARFGEF2,ARFGEF1
1,PTM - Phosphoserine,ARFGEF1
2,PTM - Phosphoserine,ARFGEF1
3,binds to ARFGEF2,ARFGEF1
4,binds to ARFGEF2,ARFGEF1
5,PTM - Phosphoserine,ARFGEF1
0,binds to ANKMY2,ARFGEF2
1,binds to ANKMY2,ARFGEF2
2,PTM - N-acetylmethionine,ARFGEF2
3,binds to ANKMY2,ARFGEF2
0,binds to ARF3,ARFIP1
1,PTM - N-acetylalanine,ARFIP1
2,binds to PRKD2,ARFIP1
3,binds to PRKD2,ARFIP1
4,binds to ARF3,ARFIP1
5,binds to PRKD2,ARFIP1
0,binds to AKT1,ARFIP2
1,binds to PFKM,ARFIP2
2,PTM - Phosphoserine,ARFIP2
3,binds to ARF5,ARFIP2
4,binds to STAT3,ARFIP2
5,PTM - Phosphoserine,ARFIP2
0,Binding site,ARFRP1
1,PTM - N-acetylmethionine,ARFRP1
2,PTM - N-acetylmethionine,ARFRP1
3,binds to CYTH1,ARFRP1
4,Binding site,ARFRP1
5,PTM - N-acetylmethionine,ARFRP1
0,binds to ALDH4A1,ARG1
1,binds to ESR1,ARG1
2,binds to ESR1,ARG1
3,binds to ESR1,ARG1
0,Binding site,ARG2
3,binds to STK11,ARG2
4,Binding site,ARG2
0,DNA binding,ARGFX
1,DNA binding,ARGFX
2,DNA binding,ARGFX
3,DNA binding,ARGFX
0,binds to PRMT5,ARGLU1
1,binds to NPM3,ARGLU1
2,PTM - Phosphoserine,ARGLU1
3,binds to SRPK1,ARGLU1
4,binds to SRPK1,ARGLU1
0,Sensor for electrophilic agents,ARHGAP10
1,Sensor for electrophilic agents,ARHGAP10
2,Sensor for electrophilic agents,ARHGAP10
3,Sensor for electrophilic agents,ARHGAP10
4,binds to ANKS1A,ARHGAP10
0,Sensor for electrophilic agents,ARHGAP11A
1,PTM - Phosphoserine,ARHGAP11A
2,PTM - Phosphoserine,ARHGAP11A
3,PTM - Phosphoserine,ARHGAP11A
4,PTM - Phosphoserine,ARHGAP11A
5,PTM - Phosphoserine,ARHGAP11A
0,Sensor for electrophilic agents,ARHGAP11B
1,Sensor for electrophilic agents,ARHGAP11B
3,Sensor for electrophilic agents,ARHGAP11B
4,Sensor for electrophilic agents,ARHGAP11B
5,Sensor for electrophilic agents,ARHGAP11B
0,binds to SRPK1,ARHGAP12
1,binds to SRPK1,ARHGAP12
2,PTM - Phosphoserine,ARHGAP12
3,PTM - Phosphoserine,ARHGAP12
4,PTM - Phosphoserine,ARHGAP12
5,binds to SRPK1,ARHGAP12
0,binds to KDM1A,ARHGAP15
1,binds to KDM1A,ARHGAP15
2,binds to KDM1A,ARHGAP15
3,binds to KDM1A,ARHGAP15
4,binds to RAC1,ARHGAP15
5,PTM - Phosphoserine,ARHGAP15
0,PTM - Phosphoserine,ARHGAP17
1,Sensor for electrophilic agents,ARHGAP17
2,PTM - Phosphoserine,ARHGAP17
3,binds to ALDOC,ARHGAP17
4,PTM - Phosphoserine,ARHGAP17
5,PTM - Phosphoserine,ARHGAP17
0,PTM - Phosphoserine,ARHGAP18
1,PTM - Phosphoserine,ARHGAP18
2,PTM - Phosphoserine,ARHGAP18
3,PTM - Phosphoserine,ARHGAP18
4,Sensor for electrophilic agents,ARHGAP18
5,PTM - Phosphoserine,ARHGAP18
0,PTM - N-acetylalanine,ARHGAP19
1,PTM - N-acetylalanine,ARHGAP19
2,PTM - N-acetylalanine,ARHGAP19
3,PTM - N-acetylalanine,ARHGAP19
4,PTM - N-acetylalanine,ARHGAP19
5,PTM - N-acetylalanine,ARHGAP19
0,binds to CDC42,ARHGAP1
1,binds to RHOA,ARHGAP1
2,PTM - N-acetylmethionine,ARHGAP1
3,binds to AGTRAP,ARHGAP1
4,PTM - N-acetylmethionine,ARHGAP1
5,PTM - N-acetylmethionine,ARHGAP1
0,binds to RHOA,ARHGAP20
1,binds to RHOA,ARHGAP20
2,binds to RHOA,ARHGAP20
3,binds to RHOA,ARHGAP20
4,binds to RHOA,ARHGAP20
5,PTM - Phosphoserine,ARHGAP20
0,binds to ARF1,ARHGAP21
1,binds to CTNNA1,ARHGAP21
2,PTM - Phosphoserine,ARHGAP21
3,binds to CTNNA1,ARHGAP21
4,binds to CTNNA1,ARHGAP21
5,PTM - Phosphoserine,ARHGAP21
0,PTM - Phosphoserine,ARHGAP22
1,Sensor for electrophilic agents,ARHGAP22
2,PTM - Phosphoserine,ARHGAP22
3,PTM - Phosphoserine,ARHGAP22
4,PTM - Phosphoserine,ARHGAP22
5,PTM - Phosphoserine,ARHGAP22
0,PTM - Phosphoserine,ARHGAP23
1,PTM - Phosphoserine,ARHGAP23
2,PTM - Phosphoserine,ARHGAP23
3,PTM - Phosphoserine,ARHGAP23
4,PTM - Phosphoserine,ARHGAP23
5,PTM - Phosphoserine,ARHGAP23
0,Sensor for electrophilic agents,ARHGAP24
1,PTM - Phosphoserine,ARHGAP24
2,PTM - Phosphoserine,ARHGAP24
3,PTM - Phosphoserine,ARHGAP24
4,PTM - Phosphoserine,ARHGAP24
5,PTM - Phosphoserine,ARHGAP24
0,binds to HTT,ARHGAP25
1,PTM - Phosphoserine,ARHGAP25
2,binds to HTT,ARHGAP25
3,binds to HTT,ARHGAP25
4,binds to HTT,ARHGAP25
5,Sensor for electrophilic agents,ARHGAP25
0,binds to ACADS,ARHGAP26
1,PTM - Phosphoserine,ARHGAP26
2,PTM - Phosphoserine,ARHGAP26
